180,6/30/1979
181,7/1/1979
182,7/2/1979
183,7/3/1979
184,7/4/1979
185,7/5/1979
186,7/6/1979
187,7/7/1979
188,7/8/1979
189,7/9/1979
190,7/10/1979
191,7/11/1979
192,7/12/1979
193,7/13/1979
194,7/14/1979
195,7/15/1979
196,7/16/1979
197,7/17/1979
198,7/18/1979
199,7/19/1979
200,7/20/1979
201,7/21/1979
202,7/22/1979
203,7/23/1979
204,7/24/1979
205,7/25/1979
206,7/26/1979
207,7/27/1979
208,7/28/1979
209,7/29/1979
210,7/30/1979
211,7/31/1979
212,8/1/1979
213,8/2/1979
214,8/3/1979
215,8/4/1979
216,8/5/1979
217,8/6/1979
218,8/7/1979
219,8/8/1979
220,8/9/1979
221,8/10/1979
222,8/11/1979
223,8/12/1979
224,8/13/1979
225,8/14/1979
226,8/15/1979
227,8/16/1979
228,8/17/1979
229,8/18/1979
230,8/19/1979
231,8/20/1979
232,8/21/1979
233,8/22/1979
234,8/23/1979
235,8/24/1979
236,8/25/1979
237,8/26/1979
238,8/27/1979
239,8/28/1979
240,8/29/1979
241,8/30/1979
242,8/31/1979
243,9/1/1979
244,9/2/1979
245,9/3/1979
246,9/4/1979
247,9/5/1979
248,9/6/1979
249,9/7/1979
250,9/8/1979
251,9/9/1979
252,9/10/1979
253,9/11/1979
254,9/12/1979
255,9/13/1979
256,9/14/1979
257,9/15/1979
258,9/16/1979
259,9/17/1979
260,9/18/1979
261,9/19/1979
262,9/20/1979
263,9/21/1979
264,9/22/1979
265,9/23/1979
266,9/24/1979
267,9/25/1979
268,9/26/1979
269,9/27/1979
270,9/28/1979
271,9/29/1979
272,9/30/1979
273,10/1/1979
274,10/2/1979
275,10/3/1979
276,10/4/1979
277,10/5/1979
278,10/6/1979
279,10/7/1979
280,10/8/1979
281,10/9/1979
282,10/10/1979
283,10/11/1979
284,10/12/1979
285,10/13/1979
286,10/14/1979
287,10/15/1979
288,10/16/1979
289,10/17/1979
290,10/18/1979
291,10/19/1979
292,10/20/1979
293,10/21/1979
294,10/22/1979
295,10/23/1979
296,10/24/1979
297,10/25/1979
298,10/26/1979
299,10/27/1979
300,10/28/1979
301,10/29/1979
302,10/30/1979
303,10/31/1979
304,11/1/1979
305,11/2/1979
306,11/3/1979
307,11/4/1979
308,11/5/1979
309,11/6/1979
310,11/7/1979
311,11/8/1979
312,11/9/1979
313,11/10/1979
314,11/11/1979
315,11/12/1979
316,11/13/1979
317,11/14/1979
318,11/15/1979
319,11/16/1979
320,11/17/1979
321,11/18/1979
322,11/19/1979
323,11/20/1979
324,11/21/1979
325,11/22/1979
326,11/23/1979
327,11/24/1979
328,11/25/1979
329,11/26/1979
330,11/27/1979
331,11/28/1979
332,11/29/1979
333,11/30/1979
334,12/1/1979
335,12/2/1979
336,12/3/1979
337,12/4/1979
338,12/5/1979
339,12/6/1979
340,12/7/1979
341,12/8/1979
342,12/9/1979
343,12/10/1979
344,12/11/1979
345,12/12/1979
346,12/13/1979
347,12/14/1979
348,12/15/1979
349,12/16/1979
350,12/17/1979
351,12/18/1979
352,12/19/1979
353,12/20/1979
354,12/21/1979
355,12/22/1979
356,12/23/1979
357,12/24/1979
358,12/25/1979
359,12/26/1979
360,12/27/1979
361,12/28/1979
362,12/29/1979
363,12/30/1979
364,12/31/1979
